user_id,date_week,requests_count,week_lifetime_number
3cc09642,2022-08-01 00:00:00,1,10
3cc09642,2022-08-08 00:00:00,,11
3cc09642,2022-08-15 00:00:00,3,12
3cc09642,2022-08-22 00:00:00,1,13
3cc09642,2022-08-29 00:00:00,1,14
3cc09642,2022-09-05 00:00:00,1,15
3cc09642,2022-09-12 00:00:00,1,16
3cc09642,2022-09-19 00:00:00,2,17
3cc09642,2022-09-26 00:00:00,,18
3d2ee28e,2022-05-30 00:00:00,5,1
3d2ee28e,2022-06-06 00:00:00,5,2
3d2ee28e,2022-06-13 00:00:00,4,3
3d2ee28e,2022-06-20 00:00:00,1,4
3d2ee28e,2022-06-27 00:00:00,4,5
3d2ee28e,2022-07-04 00:00:00,3,6
3d2ee28e,2022-07-11 00:00:00,6,7
3d2ee28e,2022-07-18 00:00:00,3,8
3d2ee28e,2022-07-25 00:00:00,4,9
3d2ee28e,2022-08-01 00:00:00,,10
3d2ee28e,2022-08-08 00:00:00,3,11
3d2ee28e,2022-08-15 00:00:00,3,12
3d2ee28e,2022-08-22 00:00:00,6,13
3d2ee28e,2022-08-29 00:00:00,3,14
3d2ee28e,2022-09-05 00:00:00,5,15
3d2ee28e,2022-09-12 00:00:00,2,16
3d2ee28e,2022-09-19 00:00:00,2,17
3d2ee28e,2022-09-26 00:00:00,2,18
3d3d0964,2022-06-13 00:00:00,1,1
3d3d0964,2022-06-20 00:00:00,,2
3d3d0964,2022-06-27 00:00:00,,3
3d3d0964,2022-07-04 00:00:00,,4
3d3d0964,2022-07-11 00:00:00,,5
3d3d0964,2022-07-18 00:00:00,,6
3d3d0964,2022-07-25 00:00:00,2,7
3d3d0964,2022-08-01 00:00:00,,8
3d3d0964,2022-08-08 00:00:00,,9
3d3d0964,2022-08-15 00:00:00,,10
3d3d0964,2022-08-22 00:00:00,2,11
3d3d0964,2022-08-29 00:00:00,,12
3d3d0964,2022-09-05 00:00:00,1,13
3d3d0964,2022-09-12 00:00:00,,14
3d3d0964,2022-09-19 00:00:00,1,15
3d3d0964,2022-09-26 00:00:00,,16
3d4f81ca,2022-08-22 00:00:00,5,1
3d4f81ca,2022-08-29 00:00:00,,2
3d4f81ca,2022-09-05 00:00:00,,3
3d4f81ca,2022-09-12 00:00:00,,4
3d4f81ca,2022-09-19 00:00:00,,5
3d4f81ca,2022-09-26 00:00:00,,6
3d7eb8a6,2022-06-06 00:00:00,1,1
3d7eb8a6,2022-06-13 00:00:00,,2
3d7eb8a6,2022-06-20 00:00:00,,3
3d7eb8a6,2022-06-27 00:00:00,,4
3d7eb8a6,2022-07-04 00:00:00,,5
3d7eb8a6,2022-07-11 00:00:00,,6
3d7eb8a6,2022-07-18 00:00:00,1,7
3d7eb8a6,2022-07-25 00:00:00,1,8
3d7eb8a6,2022-08-01 00:00:00,1,9
3d7eb8a6,2022-08-08 00:00:00,,10
3d7eb8a6,2022-08-15 00:00:00,,11
3d7eb8a6,2022-08-22 00:00:00,1,12
3d7eb8a6,2022-08-29 00:00:00,,13
3d7eb8a6,2022-09-05 00:00:00,,14
3d7eb8a6,2022-09-12 00:00:00,2,15
3d7eb8a6,2022-09-19 00:00:00,1,16
3d7eb8a6,2022-09-26 00:00:00,1,17
3d820496,2022-07-04 00:00:00,1,1
3d820496,2022-07-11 00:00:00,1,2
3d820496,2022-07-18 00:00:00,,3
3d820496,2022-07-25 00:00:00,,4
3d820496,2022-08-01 00:00:00,3,5
3d820496,2022-08-08 00:00:00,,6
3d820496,2022-08-15 00:00:00,,7
3d820496,2022-08-22 00:00:00,1,8
3d820496,2022-08-29 00:00:00,,9
3d820496,2022-09-05 00:00:00,1,10
3d820496,2022-09-12 00:00:00,,11
3d820496,2022-09-19 00:00:00,,12
3d820496,2022-09-26 00:00:00,2,13
3db08e1a,2022-06-27 00:00:00,1,1
3db08e1a,2022-07-04 00:00:00,,2
3db08e1a,2022-07-11 00:00:00,,3
3db08e1a,2022-07-18 00:00:00,,4
3db08e1a,2022-07-25 00:00:00,,5
3db08e1a,2022-08-01 00:00:00,,6
3db08e1a,2022-08-08 00:00:00,2,7
3db08e1a,2022-08-15 00:00:00,,8
3db08e1a,2022-08-22 00:00:00,1,9
3db08e1a,2022-08-29 00:00:00,1,10
3db08e1a,2022-09-05 00:00:00,,11
3db08e1a,2022-09-12 00:00:00,,12
3db08e1a,2022-09-19 00:00:00,1,13
3db08e1a,2022-09-26 00:00:00,1,14
3db3c462,2022-06-20 00:00:00,1,1
3db3c462,2022-06-27 00:00:00,,2
3db3c462,2022-07-04 00:00:00,,3
3db3c462,2022-07-11 00:00:00,,4
3db3c462,2022-07-18 00:00:00,,5
3db3c462,2022-07-25 00:00:00,,6
3db3c462,2022-08-01 00:00:00,,7
3db3c462,2022-08-08 00:00:00,,8
3db3c462,2022-08-15 00:00:00,,9
3db3c462,2022-08-22 00:00:00,,10
3db3c462,2022-08-29 00:00:00,,11
3db3c462,2022-09-05 00:00:00,,12
3db3c462,2022-09-12 00:00:00,,13
3db3c462,2022-09-19 00:00:00,,14
3db3c462,2022-09-26 00:00:00,,15
3dc1fa38,2022-06-06 00:00:00,1,1
3dc1fa38,2022-06-13 00:00:00,2,2
3dc1fa38,2022-06-20 00:00:00,,3
3dc1fa38,2022-06-27 00:00:00,2,4
3dc1fa38,2022-07-04 00:00:00,,5
3dc1fa38,2022-07-11 00:00:00,3,6
3dc1fa38,2022-07-18 00:00:00,4,7
3dc1fa38,2022-07-25 00:00:00,,8
3dc1fa38,2022-08-01 00:00:00,1,9
3dc1fa38,2022-08-08 00:00:00,1,10
3dc1fa38,2022-08-15 00:00:00,3,11
3dc1fa38,2022-08-22 00:00:00,1,12
3dc1fa38,2022-08-29 00:00:00,3,13
3dc1fa38,2022-09-05 00:00:00,1,14
3dc1fa38,2022-09-12 00:00:00,1,15
3dc1fa38,2022-09-19 00:00:00,1,16
3dc1fa38,2022-09-26 00:00:00,1,17
3e61cafe,2022-06-06 00:00:00,1,1
3e61cafe,2022-06-13 00:00:00,2,2
3e61cafe,2022-06-20 00:00:00,1,3
3e61cafe,2022-06-27 00:00:00,3,4
3e61cafe,2022-07-04 00:00:00,2,5
3e61cafe,2022-07-11 00:00:00,5,6
3e61cafe,2022-07-18 00:00:00,3,7
3e61cafe,2022-07-25 00:00:00,,8
3e61cafe,2022-08-01 00:00:00,3,9
3e61cafe,2022-08-08 00:00:00,2,10
3e61cafe,2022-08-15 00:00:00,5,11
3e61cafe,2022-08-22 00:00:00,1,12
3e61cafe,2022-08-29 00:00:00,1,13
3e61cafe,2022-09-05 00:00:00,3,14
3e61cafe,2022-09-12 00:00:00,1,15
3e61cafe,2022-09-19 00:00:00,3,16
3e61cafe,2022-09-26 00:00:00,1,17
3e8e8deb,2022-05-30 00:00:00,3,1
3e8e8deb,2022-06-06 00:00:00,4,2
3e8e8deb,2022-06-13 00:00:00,3,3
3e8e8deb,2022-06-20 00:00:00,2,4
3e8e8deb,2022-06-27 00:00:00,4,5
3e8e8deb,2022-07-04 00:00:00,3,6
3e8e8deb,2022-07-11 00:00:00,6,7
3e8e8deb,2022-07-18 00:00:00,5,8
3e8e8deb,2022-07-25 00:00:00,5,9
3e8e8deb,2022-08-01 00:00:00,5,10
3e8e8deb,2022-08-08 00:00:00,6,11
3e8e8deb,2022-08-15 00:00:00,,12
3e8e8deb,2022-08-22 00:00:00,3,13
3e8e8deb,2022-08-29 00:00:00,5,14
3e8e8deb,2022-09-05 00:00:00,3,15
3e8e8deb,2022-09-12 00:00:00,5,16
3e8e8deb,2022-09-19 00:00:00,4,17
3e8e8deb,2022-09-26 00:00:00,1,18
3ee30b58,2022-06-20 00:00:00,1,1
3ee30b58,2022-06-27 00:00:00,1,2
3ee30b58,2022-07-04 00:00:00,,3
3ee30b58,2022-07-11 00:00:00,,4
3ee30b58,2022-07-18 00:00:00,,5
3ee30b58,2022-07-25 00:00:00,,6
3ee30b58,2022-08-01 00:00:00,1,7
3ee30b58,2022-08-08 00:00:00,1,8
3ee30b58,2022-08-15 00:00:00,,9
3ee30b58,2022-08-22 00:00:00,,10
3ee30b58,2022-08-29 00:00:00,1,11
3ee30b58,2022-09-05 00:00:00,,12
3ee30b58,2022-09-12 00:00:00,2,13
3ee30b58,2022-09-19 00:00:00,2,14
3ee30b58,2022-09-26 00:00:00,,15
3f3a991f,2022-06-06 00:00:00,4,1
3f3a991f,2022-06-13 00:00:00,,2
3f3a991f,2022-06-20 00:00:00,2,3
3f3a991f,2022-06-27 00:00:00,1,4
3f3a991f,2022-07-04 00:00:00,,5
3f3a991f,2022-07-11 00:00:00,,6
3f3a991f,2022-07-18 00:00:00,1,7
3f3a991f,2022-07-25 00:00:00,,8
3f3a991f,2022-08-01 00:00:00,1,9
3f3a991f,2022-08-08 00:00:00,1,10
3f3a991f,2022-08-15 00:00:00,,11
3f3a991f,2022-08-22 00:00:00,,12
3f3a991f,2022-08-29 00:00:00,,13
3f3a991f,2022-09-05 00:00:00,,14
3f3a991f,2022-09-12 00:00:00,1,15
3f3a991f,2022-09-19 00:00:00,,16
3f3a991f,2022-09-26 00:00:00,,17
3f5b5a17,2022-06-13 00:00:00,1,1
3f5b5a17,2022-06-20 00:00:00,,2
3f5b5a17,2022-06-27 00:00:00,1,3
3f5b5a17,2022-07-04 00:00:00,1,4
3f5b5a17,2022-07-11 00:00:00,,5
3f5b5a17,2022-07-18 00:00:00,,6
3f5b5a17,2022-07-25 00:00:00,,7
3f5b5a17,2022-08-01 00:00:00,,8
3f5b5a17,2022-08-08 00:00:00,,9
3f5b5a17,2022-08-15 00:00:00,2,10
3f5b5a17,2022-08-22 00:00:00,,11
3f5b5a17,2022-08-29 00:00:00,,12
3f5b5a17,2022-09-05 00:00:00,,13
3f5b5a17,2022-09-12 00:00:00,,14
3f5b5a17,2022-09-19 00:00:00,,15
3f5b5a17,2022-09-26 00:00:00,,16
3fb4b195,2022-06-06 00:00:00,2,1
3fb4b195,2022-06-13 00:00:00,,2
3fb4b195,2022-06-20 00:00:00,,3
3fb4b195,2022-06-27 00:00:00,,4
3fb4b195,2022-07-04 00:00:00,,5
3fb4b195,2022-07-11 00:00:00,2,6
3fb4b195,2022-07-18 00:00:00,,7
3fb4b195,2022-07-25 00:00:00,,8
3fb4b195,2022-08-01 00:00:00,1,9
3fb4b195,2022-08-08 00:00:00,2,10
3fb4b195,2022-08-15 00:00:00,,11
3fb4b195,2022-08-22 00:00:00,,12
3fb4b195,2022-08-29 00:00:00,,13
3fb4b195,2022-09-05 00:00:00,2,14
3fb4b195,2022-09-12 00:00:00,1,15
3fb4b195,2022-09-19 00:00:00,,16
3fb4b195,2022-09-26 00:00:00,,17
3fc76de8,2022-05-30 00:00:00,4,1
3fc76de8,2022-06-06 00:00:00,,2
3fc76de8,2022-06-13 00:00:00,3,3
3fc76de8,2022-06-20 00:00:00,3,4
3fc76de8,2022-06-27 00:00:00,3,5
3fc76de8,2022-07-04 00:00:00,2,6
3fc76de8,2022-07-11 00:00:00,3,7
3fc76de8,2022-07-18 00:00:00,3,8
3fc76de8,2022-07-25 00:00:00,2,9
3fc76de8,2022-08-01 00:00:00,1,10
3fc76de8,2022-08-08 00:00:00,3,11
3fc76de8,2022-08-15 00:00:00,2,12
3fc76de8,2022-08-22 00:00:00,3,13
3fc76de8,2022-08-29 00:00:00,5,14
3fc76de8,2022-09-05 00:00:00,1,15
3fc76de8,2022-09-12 00:00:00,8,16
3fc76de8,2022-09-19 00:00:00,3,17
3fc76de8,2022-09-26 00:00:00,2,18
401ad13c,2022-08-01 00:00:00,3,1
401ad13c,2022-08-08 00:00:00,574,2
401ad13c,2022-08-15 00:00:00,732,3
401ad13c,2022-08-22 00:00:00,24,4
401ad13c,2022-08-29 00:00:00,542,5
401ad13c,2022-09-05 00:00:00,1,6
401ad13c,2022-09-12 00:00:00,,7
401ad13c,2022-09-19 00:00:00,,8
401ad13c,2022-09-26 00:00:00,2,9
40254a0d,2022-06-13 00:00:00,2,1
40254a0d,2022-06-20 00:00:00,,2
40254a0d,2022-06-27 00:00:00,1,3
40254a0d,2022-07-04 00:00:00,,4
40254a0d,2022-07-11 00:00:00,,5
40254a0d,2022-07-18 00:00:00,1,6
40254a0d,2022-07-25 00:00:00,1,7
40254a0d,2022-08-01 00:00:00,,8
40254a0d,2022-08-08 00:00:00,,9
40254a0d,2022-08-15 00:00:00,,10
40254a0d,2022-08-22 00:00:00,,11
40254a0d,2022-08-29 00:00:00,1,12
40254a0d,2022-09-05 00:00:00,1,13
40254a0d,2022-09-12 00:00:00,1,14
40254a0d,2022-09-19 00:00:00,,15
40254a0d,2022-09-26 00:00:00,1,16
4041b605,2022-06-06 00:00:00,2,1
4041b605,2022-06-13 00:00:00,,2
4041b605,2022-06-20 00:00:00,,3
4041b605,2022-06-27 00:00:00,,4
4041b605,2022-07-04 00:00:00,1,5
4041b605,2022-07-11 00:00:00,,6
4041b605,2022-07-18 00:00:00,1,7
4041b605,2022-07-25 00:00:00,,8
4041b605,2022-08-01 00:00:00,1,9
4041b605,2022-08-08 00:00:00,,10
4041b605,2022-08-15 00:00:00,,11
4041b605,2022-08-22 00:00:00,,12
4041b605,2022-08-29 00:00:00,1,13
4041b605,2022-09-05 00:00:00,1,14
4041b605,2022-09-12 00:00:00,,15
4041b605,2022-09-19 00:00:00,1,16
4041b605,2022-09-26 00:00:00,,17
40433d48,2022-05-30 00:00:00,5,1
40433d48,2022-06-06 00:00:00,1,2
40433d48,2022-06-13 00:00:00,,3
40433d48,2022-06-20 00:00:00,2,4
40433d48,2022-06-27 00:00:00,2,5
40433d48,2022-07-04 00:00:00,1,6
40433d48,2022-07-11 00:00:00,1,7
40433d48,2022-07-18 00:00:00,1,8
40433d48,2022-07-25 00:00:00,1,9
40433d48,2022-08-01 00:00:00,1,10
40433d48,2022-08-08 00:00:00,3,11
40433d48,2022-08-15 00:00:00,1,12
40433d48,2022-08-22 00:00:00,,13
40433d48,2022-08-29 00:00:00,,14
40433d48,2022-09-05 00:00:00,,15
40433d48,2022-09-12 00:00:00,1,16
40433d48,2022-09-19 00:00:00,4,17
40433d48,2022-09-26 00:00:00,2,18
40b7b41d,2022-06-06 00:00:00,1,1
40b7b41d,2022-06-13 00:00:00,1,2
40b7b41d,2022-06-20 00:00:00,1,3
40b7b41d,2022-06-27 00:00:00,1,4
40b7b41d,2022-07-04 00:00:00,2,5
40b7b41d,2022-07-11 00:00:00,1,6
40b7b41d,2022-07-18 00:00:00,,7
40b7b41d,2022-07-25 00:00:00,,8
40b7b41d,2022-08-01 00:00:00,1,9
40b7b41d,2022-08-08 00:00:00,,10
40b7b41d,2022-08-15 00:00:00,1,11
40b7b41d,2022-08-22 00:00:00,1,12
40b7b41d,2022-08-29 00:00:00,2,13
40b7b41d,2022-09-05 00:00:00,,14
40b7b41d,2022-09-12 00:00:00,2,15
40b7b41d,2022-09-19 00:00:00,,16
40b7b41d,2022-09-26 00:00:00,,17
40bbd687,2022-05-30 00:00:00,9,1
40bbd687,2022-06-06 00:00:00,5,2
40bbd687,2022-06-13 00:00:00,3,3
40bbd687,2022-06-20 00:00:00,1,4
40bbd687,2022-06-27 00:00:00,2,5
40bbd687,2022-07-04 00:00:00,2,6
40bbd687,2022-07-11 00:00:00,9,7
40bbd687,2022-07-18 00:00:00,6,8
40bbd687,2022-07-25 00:00:00,6,9
40bbd687,2022-08-01 00:00:00,3,10
40bbd687,2022-08-08 00:00:00,3,11
40bbd687,2022-08-15 00:00:00,3,12
40bbd687,2022-08-22 00:00:00,7,13
40bbd687,2022-08-29 00:00:00,3,14
40bbd687,2022-09-05 00:00:00,3,15
40bbd687,2022-09-12 00:00:00,5,16
40bbd687,2022-09-19 00:00:00,4,17
40bbd687,2022-09-26 00:00:00,5,18
40db6076,2022-05-30 00:00:00,1,1
40db6076,2022-06-06 00:00:00,4,2
40db6076,2022-06-13 00:00:00,7,3
40db6076,2022-06-20 00:00:00,1,4
40db6076,2022-06-27 00:00:00,2,5
40db6076,2022-07-04 00:00:00,4,6
40db6076,2022-07-11 00:00:00,3,7
40db6076,2022-07-18 00:00:00,3,8
40db6076,2022-07-25 00:00:00,5,9
40db6076,2022-08-01 00:00:00,2,10
40db6076,2022-08-08 00:00:00,,11
40db6076,2022-08-15 00:00:00,,12
40db6076,2022-08-22 00:00:00,4,13
40db6076,2022-08-29 00:00:00,5,14
40db6076,2022-09-05 00:00:00,4,15
40db6076,2022-09-12 00:00:00,3,16
40db6076,2022-09-19 00:00:00,2,17
40db6076,2022-09-26 00:00:00,4,18
417eb142,2022-07-11 00:00:00,1,1
417eb142,2022-07-18 00:00:00,,2
417eb142,2022-07-25 00:00:00,1,3
417eb142,2022-08-01 00:00:00,1,4
417eb142,2022-08-08 00:00:00,3,5
417eb142,2022-08-15 00:00:00,1,6
417eb142,2022-08-22 00:00:00,,7
417eb142,2022-08-29 00:00:00,2,8
417eb142,2022-09-05 00:00:00,1,9
417eb142,2022-09-12 00:00:00,,10
417eb142,2022-09-19 00:00:00,,11
417eb142,2022-09-26 00:00:00,1,12
41b87062,2022-05-30 00:00:00,1,1
41b87062,2022-06-06 00:00:00,1,2
41b87062,2022-06-13 00:00:00,,3
41b87062,2022-06-20 00:00:00,,4
41b87062,2022-06-27 00:00:00,,5
41b87062,2022-07-04 00:00:00,,6
41b87062,2022-07-11 00:00:00,1,7
41b87062,2022-07-18 00:00:00,,8
41b87062,2022-07-25 00:00:00,,9
41b87062,2022-08-01 00:00:00,3,10
41b87062,2022-08-08 00:00:00,,11
41b87062,2022-08-15 00:00:00,1,12
41b87062,2022-08-22 00:00:00,,13
41b87062,2022-08-29 00:00:00,1,14
41b87062,2022-09-05 00:00:00,,15
41b87062,2022-09-12 00:00:00,,16
41b87062,2022-09-19 00:00:00,,17
41b87062,2022-09-26 00:00:00,,18
41bc69a6,2022-06-06 00:00:00,1,1
41bc69a6,2022-06-13 00:00:00,3,2
41bc69a6,2022-06-20 00:00:00,1,3
41bc69a6,2022-06-27 00:00:00,1,4
41bc69a6,2022-07-04 00:00:00,2,5
41bc69a6,2022-07-11 00:00:00,1,6
41bc69a6,2022-07-18 00:00:00,2,7
41bc69a6,2022-07-25 00:00:00,4,8
41bc69a6,2022-08-01 00:00:00,2,9
41bc69a6,2022-08-08 00:00:00,1,10
41bc69a6,2022-08-15 00:00:00,2,11
41bc69a6,2022-08-22 00:00:00,2,12
41bc69a6,2022-08-29 00:00:00,,13
41bc69a6,2022-09-05 00:00:00,3,14
41bc69a6,2022-09-12 00:00:00,3,15
41bc69a6,2022-09-19 00:00:00,4,16
41bc69a6,2022-09-26 00:00:00,,17
41bf4eb7,2022-06-06 00:00:00,3,1
41bf4eb7,2022-06-13 00:00:00,1,2
41bf4eb7,2022-06-20 00:00:00,1,3
41bf4eb7,2022-06-27 00:00:00,1,4
41bf4eb7,2022-07-04 00:00:00,2,5
41bf4eb7,2022-07-11 00:00:00,3,6
41bf4eb7,2022-07-18 00:00:00,3,7
41bf4eb7,2022-07-25 00:00:00,1,8
41bf4eb7,2022-08-01 00:00:00,,9
41bf4eb7,2022-08-08 00:00:00,5,10
41bf4eb7,2022-08-15 00:00:00,2,11
41bf4eb7,2022-08-22 00:00:00,1,12
41bf4eb7,2022-08-29 00:00:00,,13
41bf4eb7,2022-09-05 00:00:00,2,14
41bf4eb7,2022-09-12 00:00:00,1,15
41bf4eb7,2022-09-19 00:00:00,,16
41bf4eb7,2022-09-26 00:00:00,,17
4206fa09,2022-07-04 00:00:00,1,1
4206fa09,2022-07-11 00:00:00,1,2
4206fa09,2022-07-18 00:00:00,,3
4206fa09,2022-07-25 00:00:00,1,4
4206fa09,2022-08-01 00:00:00,,5
4206fa09,2022-08-08 00:00:00,,6
4206fa09,2022-08-15 00:00:00,,7
4206fa09,2022-08-22 00:00:00,1,8
4206fa09,2022-08-29 00:00:00,,9
4206fa09,2022-09-05 00:00:00,,10
4206fa09,2022-09-12 00:00:00,,11
4206fa09,2022-09-19 00:00:00,,12
4206fa09,2022-09-26 00:00:00,,13
42080d92,2022-09-19 00:00:00,3,1
42080d92,2022-09-26 00:00:00,,2
42503fe9,2022-06-06 00:00:00,1,1
42503fe9,2022-06-13 00:00:00,2,2
42503fe9,2022-06-20 00:00:00,,3
42503fe9,2022-06-27 00:00:00,3,4
42503fe9,2022-07-04 00:00:00,5,5
42503fe9,2022-07-11 00:00:00,1,6
42503fe9,2022-07-18 00:00:00,4,7
42503fe9,2022-07-25 00:00:00,,8
42503fe9,2022-08-01 00:00:00,1,9
42503fe9,2022-08-08 00:00:00,1,10
42503fe9,2022-08-15 00:00:00,1,11
42503fe9,2022-08-22 00:00:00,,12
42503fe9,2022-08-29 00:00:00,4,13
42503fe9,2022-09-05 00:00:00,1,14
42503fe9,2022-09-12 00:00:00,1,15
42503fe9,2022-09-19 00:00:00,2,16
42503fe9,2022-09-26 00:00:00,1,17
42666c33,2022-06-06 00:00:00,2,1
42666c33,2022-06-13 00:00:00,,2
42666c33,2022-06-20 00:00:00,,3
42666c33,2022-06-27 00:00:00,,4
42666c33,2022-07-04 00:00:00,1,5
42666c33,2022-07-11 00:00:00,,6
42666c33,2022-07-18 00:00:00,,7
42666c33,2022-07-25 00:00:00,1,8
42666c33,2022-08-01 00:00:00,,9
42666c33,2022-08-08 00:00:00,,10
42666c33,2022-08-15 00:00:00,,11
42666c33,2022-08-22 00:00:00,,12
42666c33,2022-08-29 00:00:00,,13
42666c33,2022-09-05 00:00:00,,14
42666c33,2022-09-12 00:00:00,1,15
42666c33,2022-09-19 00:00:00,,16
42666c33,2022-09-26 00:00:00,,17
426aaac2,2022-07-25 00:00:00,1,1
426aaac2,2022-08-01 00:00:00,,2
426aaac2,2022-08-08 00:00:00,,3
426aaac2,2022-08-15 00:00:00,1,4
426aaac2,2022-08-22 00:00:00,,5
426aaac2,2022-08-29 00:00:00,,6
426aaac2,2022-09-05 00:00:00,2,7
426aaac2,2022-09-12 00:00:00,,8
426aaac2,2022-09-19 00:00:00,2,9
426aaac2,2022-09-26 00:00:00,,10
426c4faf,2022-05-30 00:00:00,1,1
426c4faf,2022-06-06 00:00:00,3,2
426c4faf,2022-06-13 00:00:00,2,3
426c4faf,2022-06-20 00:00:00,,4
426c4faf,2022-06-27 00:00:00,,5
426c4faf,2022-07-04 00:00:00,1,6
426c4faf,2022-07-11 00:00:00,1,7
426c4faf,2022-07-18 00:00:00,2,8
426c4faf,2022-07-25 00:00:00,1,9
426c4faf,2022-08-01 00:00:00,2,10
426c4faf,2022-08-08 00:00:00,1,11
426c4faf,2022-08-15 00:00:00,1,12
426c4faf,2022-08-22 00:00:00,,13
426c4faf,2022-08-29 00:00:00,,14
426c4faf,2022-09-05 00:00:00,,15
426c4faf,2022-09-12 00:00:00,,16
426c4faf,2022-09-19 00:00:00,,17
426c4faf,2022-09-26 00:00:00,,18
427990bc,2022-06-27 00:00:00,1,1
427990bc,2022-07-04 00:00:00,,2
427990bc,2022-07-11 00:00:00,,3
427990bc,2022-07-18 00:00:00,,4
427990bc,2022-07-25 00:00:00,,5
427990bc,2022-08-01 00:00:00,,6
427990bc,2022-08-08 00:00:00,,7
427990bc,2022-08-15 00:00:00,,8
427990bc,2022-08-22 00:00:00,,9
427990bc,2022-08-29 00:00:00,,10
427990bc,2022-09-05 00:00:00,,11
427990bc,2022-09-12 00:00:00,1,12
427990bc,2022-09-19 00:00:00,1,13
427990bc,2022-09-26 00:00:00,2,14
429edf70,2022-05-30 00:00:00,4,1
429edf70,2022-06-06 00:00:00,2,2
429edf70,2022-06-13 00:00:00,4,3
429edf70,2022-06-20 00:00:00,2,4
429edf70,2022-06-27 00:00:00,1,5
429edf70,2022-07-04 00:00:00,2,6
429edf70,2022-07-11 00:00:00,1,7
429edf70,2022-07-18 00:00:00,4,8
429edf70,2022-07-25 00:00:00,2,9
429edf70,2022-08-01 00:00:00,2,10
429edf70,2022-08-08 00:00:00,1,11
429edf70,2022-08-15 00:00:00,3,12
429edf70,2022-08-22 00:00:00,2,13
429edf70,2022-08-29 00:00:00,5,14
429edf70,2022-09-05 00:00:00,1,15
429edf70,2022-09-12 00:00:00,2,16
429edf70,2022-09-19 00:00:00,2,17
429edf70,2022-09-26 00:00:00,3,18
42a0da13,2022-05-30 00:00:00,1,1
42a0da13,2022-06-06 00:00:00,2,2
42a0da13,2022-06-13 00:00:00,,3
42a0da13,2022-06-20 00:00:00,2,4
42a0da13,2022-06-27 00:00:00,1,5
42a0da13,2022-07-04 00:00:00,1,6
42a0da13,2022-07-11 00:00:00,1,7
42a0da13,2022-07-18 00:00:00,,8
42a0da13,2022-07-25 00:00:00,,9
42a0da13,2022-08-01 00:00:00,1,10
42a0da13,2022-08-08 00:00:00,1,11
42a0da13,2022-08-15 00:00:00,1,12
42a0da13,2022-08-22 00:00:00,2,13
42a0da13,2022-08-29 00:00:00,,14
42a0da13,2022-09-05 00:00:00,1,15
42a0da13,2022-09-12 00:00:00,,16
42a0da13,2022-09-19 00:00:00,2,17
42a0da13,2022-09-26 00:00:00,1,18
42a1e1b1,2022-05-30 00:00:00,1,1
42a1e1b1,2022-06-06 00:00:00,,2
42a1e1b1,2022-06-13 00:00:00,2,3
42a1e1b1,2022-06-20 00:00:00,1,4
42a1e1b1,2022-06-27 00:00:00,,5
42a1e1b1,2022-07-04 00:00:00,,6
42a1e1b1,2022-07-11 00:00:00,,7
42a1e1b1,2022-07-18 00:00:00,2,8
42a1e1b1,2022-07-25 00:00:00,,9
42a1e1b1,2022-08-01 00:00:00,,10
42a1e1b1,2022-08-08 00:00:00,,11
42a1e1b1,2022-08-15 00:00:00,,12
42a1e1b1,2022-08-22 00:00:00,,13
42a1e1b1,2022-08-29 00:00:00,2,14
42a1e1b1,2022-09-05 00:00:00,1,15
42a1e1b1,2022-09-12 00:00:00,1,16
42a1e1b1,2022-09-19 00:00:00,,17
42a1e1b1,2022-09-26 00:00:00,,18
42dcebc7,2022-06-06 00:00:00,1,1
42dcebc7,2022-06-13 00:00:00,1,2
42dcebc7,2022-06-20 00:00:00,3,3
42dcebc7,2022-06-27 00:00:00,,4
42dcebc7,2022-07-04 00:00:00,,5
42dcebc7,2022-07-11 00:00:00,4,6
42dcebc7,2022-07-18 00:00:00,,7
42dcebc7,2022-07-25 00:00:00,,8
42dcebc7,2022-08-01 00:00:00,,9
42dcebc7,2022-08-08 00:00:00,,10
42dcebc7,2022-08-15 00:00:00,,11
42dcebc7,2022-08-22 00:00:00,,12
42dcebc7,2022-08-29 00:00:00,,13
42dcebc7,2022-09-05 00:00:00,,14
42dcebc7,2022-09-12 00:00:00,,15
42dcebc7,2022-09-19 00:00:00,,16
42dcebc7,2022-09-26 00:00:00,,17
42df9ce6,2022-06-13 00:00:00,3,1
42df9ce6,2022-06-20 00:00:00,2,2
42df9ce6,2022-06-27 00:00:00,2,3
42df9ce6,2022-07-04 00:00:00,1,4
42df9ce6,2022-07-11 00:00:00,1,5
42df9ce6,2022-07-18 00:00:00,1,6
42df9ce6,2022-07-25 00:00:00,2,7
42df9ce6,2022-08-01 00:00:00,4,8
42df9ce6,2022-08-08 00:00:00,2,9
42df9ce6,2022-08-15 00:00:00,2,10
42df9ce6,2022-08-22 00:00:00,2,11
42df9ce6,2022-08-29 00:00:00,2,12
42df9ce6,2022-09-05 00:00:00,5,13
42df9ce6,2022-09-12 00:00:00,3,14
42df9ce6,2022-09-19 00:00:00,2,15
42df9ce6,2022-09-26 00:00:00,1,16
430d35be,2022-06-20 00:00:00,2,1
430d35be,2022-06-27 00:00:00,,2
430d35be,2022-07-04 00:00:00,,3
430d35be,2022-07-11 00:00:00,,4
430d35be,2022-07-18 00:00:00,1,5
430d35be,2022-07-25 00:00:00,1,6
430d35be,2022-08-01 00:00:00,1,7
